,0,1,2,3,4,5,6,7,8
name,0.1000,0.2000,0.3000,0.4000,0.5000,0.6000,0.7000,0.8000,0.9000
map,0.22410329606259607,0.22543960022318843,0.2297760435910255,0.22822495221491335,0.22002810362390204,0.2141993749661442,0.2026823555609073,0.19120168544510388,0.18338050497022584
